Identifiant parcelle,Identifiant unité de gestion,Identifiant peuplement élémentaire,identifiant foret,"Code
 plle",Code UEP,surface retenue ,Date de description ,HET (% du couvert boisé),CHS (% du couvert boisé),CHP (% du couvert boisé),FRE (% du couvert boisé),CHT (% du couvert boisé),MER (% du couvert boisé),ERS (% du couvert boisé),ALT (% du couvert boisé),PEU (% du couvert boisé),CHR (% du couvert boisé),CHA (% du couvert boisé),BOU (% du couvert boisé),AUL (% du couvert boisé),TRE (% du couvert boisé),SAU (% du couvert boisé),TIL (% du couvert boisé),ERC (% du couvert boisé),A.F (% du couvert boisé),A.F : préciser essence,DOU (% du couvert boisé),P.S (% du couvert boisé),P.L (% du couvert boisé),EPC (% du couvert boisé),EPS (% du couvert boisé),S.P (% du couvert boisé),MEL (% du couvert boisé),A.R (% du couvert boisé),A.R : préciser essence,Total du couvert décrit en essences,Essence dominante 1,Essence dominante 2,Essence dominante 3,Essence déterminant la sylviculture,"Taux de vides non cartographiés
(%)",Structure et occupation du sol,"Type d'espace non boisé
 ou  hors sylviculture",Classe de catégorie de diamètre dominant,Type de peuplement,surf terrière moy,Classe de surface terrière,Année d'installation ,Âge réel en 2010,Classe d'âge en 2010,Présence des semis,Code dépérissement,Essence dépérissante,Durée de survie sanitaire du peuplmt,Risque mitaille,Dernier passage en coupe (EA),Type du dernier passage en coupe ,Proposition de Classement,Site écologique,Proposition d'ilôts de sénescence,Site d'acc public,Proposition même UG,Proposition de rotation ,Proposition de prochain passage,Observation UT,Classement,Groupe Aménagement,mode régé,ess obj,ess obj SIG,DRA,rotation retenue,1er passage,type de coupe,code UG
RETZ_00937,RETZ_00937_a,RETZ_00937_01,RETZ,937,1,"0,66",12/2011,7,75,,1,,1,1,,,,5,5,,5,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,1,FCHS1,"21,0",4-,,,35-49,,1,,,,-,,AME,,,,,8,2015,,AME,AME2,,CHS,CHS,,7,2014,A1,a
RETZ_00937,RETZ_00937_b,RETZ_00937_02,RETZ,937,2,"5,28",12/2011,10,79,,1,,1,1,,,,5,3,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,G+,FCHSG+,"21,0",4-,,,160 et +,,1,,,,2005,PA,REG1,,,,,4,,RCV à faire avec RS,REG,REGQ,N,CHS,CHS,,,2014,RS,b
RETZ_00937,RETZ_00937_a,RETZ_00937_03,RETZ,937,3,"3,78",12/2011,50,,2,3,,,,,,,25,20,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"22,5",4,1970,40,35-49,,1,,,,2011,exRD,AME,,,,,8,2015,,AME,AME2,,HET/CHS,HET,,7,2014,A1,a
RETZ_00937,RETZ_00937_b,RETZ_00937_04,RETZ,937,4,"6,23",12/2011,5,78,15,,,,,,,,2,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,G+,FCHSG+,"24,0",4+,,,130-159,,1,,,,2010,RS,REGQ,,,,,,2012,,REG,REGQ,N,CHS,CHS,,,2014,RS,b
RETZ_00937,RETZ_00937_a,RETZ_00937_05,RETZ,937,5,"3,98",12/2011,81,,,3,,,,,,,15,1,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"29,0",5+,,,25-34,,1,,,,-,,AME,,,,,8,2015,,AME,AME2,,HET/CHS,HET,,7,2014,A1,a
RETZ_00937,RETZ_00937_c,RETZ_00937_06,RETZ,937,6,"1,75",12/2011,62,15,,,,1,,,,,15,5,,,2,,,,,,,,,,,,,,100,HET,,,HET,,F,,S,FHETS,"7,5",1,2009,1,0-24,,1,,,,-,,,,,,,,,,AME,AMEJ,,HET/CHS,HET,,,/,,c
RETZ_00938,RETZ_00938_a,RETZ_00938_01,RETZ,938,1,"1,36",01/2011,95,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,E,FHETE,"16,0",3-,,,0-24,,1,,,,?,,AME,,,,,8,2016,,AME,AME1,,HET/CHS,HET,,5/6,2013,A1,a
RETZ_00938,RETZ_00938_a,RETZ_00938_02,RETZ,938,2,"1,48",01/2011,54,10,,5,,1,,,,,15,10,,,5,,,,,,,,,,,,,,100,HET,,,HET,,F,,S,FHETS,"7,5",1,1990,,0-24,,1,,,,-,,,,,,,,,plantations,AME,AME1,,HET,HET,5,6,2018,A1,a
RETZ_00938,RETZ_00938_a,RETZ_00938_03,RETZ,938,3,"1,32",01/2011,60,5,,,,,,,,,20,5,,,10,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,P,FHETP,"22,5",4,1970,,50-69,,1,,,,?,,AME,,,,,8,2016,,AME,AME1,,HET,HET,5,5/6,2013,A1,a
RETZ_00938,RETZ_00938_a,RETZ_00938_04,RETZ,938,4,"2,07",01/2011,58,15,,,,,,,,,20,5,,,2,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,S,FHETS,"7,5",1,1990,,0-24,,1,,,,-,,,,,,,,,,AME,AME1,,HET,HET,5,6,2018,A1,a
RETZ_00938,RETZ_00938_b,RETZ_00938_05,RETZ,938,5,"5,77",01/2011,5,78,15,,,,,,,,2,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,G,FCHSG,"24,0",4+,,,130-159,,1,,,,2010,AS,REGQ,,,,,,2012,,REG,REGQ,N,CHS,CHS,5,,2014,RS,b
RETZ_00938,RETZ_00938_a,RETZ_00938_06,RETZ,938,6,"2,94",01/2011,71,7,,1,,1,,,,,15,5,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"24,0",4+,1970,,35-49,,1,,,,2006,A1,AME,,,,,6,2017,,AME,AME1,,HET,HET,5,5/6,2013,A2,a
RETZ_00939,RETZ_00939_u,RETZ_00939_01,RETZ,939,1,"20,05",01/2011,91,4,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"21,0",4-,,,35-49,,1,,,,2009,A1,AME,,,,,6,2017,,AME,AME1,,HET/CHS,HET,6,6,2014,A2,u
RETZ_00940,RETZ_00940_u,RETZ_00940_01,RETZ,940,1,"15,86",01/2011,45,30,5,,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHS,CHA,HET,,F,,M,FHETM,"21,0",4-,,,50-69,,1,,,,2008,A1,AME,,,,,6,2018,,AME,AME1,,HET/CHS,HET,6,6,2014,A2,u
RETZ_00940,RETZ_00940_u,RETZ_00940_02,RETZ,940,2,"3,81",01/2011,50,25,,5,,2,,,,,15,2,,1,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,P,FHETP,"19,0",3+,1970,,35-49,,1,,,,-,,AME,,,,,6,2018,,AME,AME1,,HET/CHS,HET,6,6,2014,A1,u
RETZ_00941,RETZ_00941_a,RETZ_00941_01,RETZ,941,1,"8,81",01/2011,78,5,,1,,1,,,,,10,5,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"24,0",4+,1992,18,0-24,,1,,,,2006,A1,AME,,,,,8,2014,,AME,AME1,,HET,HET,5,6,2013,A2,a
RETZ_00941,RETZ_00941_b,RETZ_00941_02,RETZ,941,2,"6,04",12/2011,5,50,5,,,,,,,,,15,,,,,,,,,,25,,,,,,,100,CHS,P.L,,CHS,30,F,,G,FCHSG,"2,5",0,1995,15,160 et +,,1,,,,< 2000,,AUT,,,,,,2018,"Zone paysagère (coupe sur 0,5 ha de PL uniquement) ",HSN,HSN,,CHS,CHS,5,,,,b
RETZ_00941,RETZ_00941_a,RETZ_00941_03,RETZ,941,3,"7,09",12/2011,42,20,6,,,1,,,,,30,1,,,,,,,,,,,,,,,,,100,HET,CHA,CHS,HET,,F,,P,FHETP,"22,5",4,,,50-69,,1,,,,2011,A1,AME,,,,,8,2018,A1 sur 2 ha,AME,AME1,,HET,HET,5,6,2013,A3,a
RETZ_00941,RETZ_00941_a,RETZ_00941_04,RETZ,941,4,"1,46",12/2011,5,70,,,,,,,,,15,10,,,,,,,,,,,,,,,,,100,CHS,CHA,,CHS,30,F,,E,FCHSE,"2,5",0,1990,20,0-24,,1,,,,-,,AME,,,,,,,BDR / Travaux,AME,AME1,,CHS,CHS,5,6,2019,A1,a
RETZ_00942,RETZ_00942_u,RETZ_00942_01,RETZ,942,1,"8,27",01/2011,64,8,2,1,,2,,,,,20,2,,,1,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,P,FHETP,"31,0",6-,,,35-49,,1,,,,2011,A1,AME,,,,,8,2018,,AME,AME1,,HET,HET,5,6,2016,A2,u
RETZ_00943,RETZ_00943_u,RETZ_00943_01,RETZ,943,1,"8,46",01/2011,58,12,3,,,3,,,,,20,2,,2,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,P,FHETP,"27,5",5,,,35-49,,1,,,,2011,A1,AME,,,,,8,2018,,AME,AME1,,HET/CHS,HET,,6,2016,A2,u
RETZ_00943,RETZ_00943_u,RETZ_00943_02,RETZ,943,2,"1,21",01/2011,95,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,S,FHETS,"12,5",2,1993,17,0-24,,1,,,,-,,,,,,,,,BDR / Travaux,AME,AME1,,HET,HET,5,6,2022,A1,u
RETZ_00944,RETZ_00944_u,RETZ_00944_01,RETZ,944,1,"23,15",03/2011,10,22,6,,,1,,,,,53,1,,7,,,,,,,,,,,,,,,100,CHA,CHS,HET,CHS/CHA,,F,,G,FCHAG,"26,0",5-,,,70-99,,1,,,,2007,A3,AME,,,,,8,2015,Répartition inégale des CHS au sein de la parcelle,REG,REGE,N/A,CHS,CHS,5,,2017,A4,u
RETZ_00945,RETZ_00945_a,RETZ_00945_01,RETZ,945,1,"2,99",05/2011,30,30,,,,,,,,,,10,,,,,,,,,,30,,,,,,,100,P.L,CHE,HET,P.L,30,F,AUT,T,FP.LT,"12,5",2,,,160 et +,,1,,,,/,,AUT,,,,,,NP,"Zone paysagère avec PL remarquable, très gros bois en chx et het.",AME,ILP,,P.L,P.L,5,,/,,a
RETZ_00945,RETZ_00945_b,RETZ_00945_02,RETZ,945,2,"4,14",05/2012,10,15,5,,,,,,,,40,20,,10,,,,,,,,,,,,,,,100,CHA,BOU,CHS,CHE/HET,,F,,P,FCHAP,"29,0",5+,,,50-69,,1,,,,/,,AME,,,,,6,2016,"Zones difficiles à exploiter, jamais passées en coupe.",AME,AME2,,CHS/HET,CHS,,8,2016,A1,b
RETZ_00945,RETZ_00945_b,RETZ_00945_03,RETZ,945,3,"3,91",05/2013,65,15,,1,,,,,,,18,1,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,M,FHETM,"24,0",4+,,,100-129,,1,,,,2008,A3,AME,,,,,8,2016,,AME,AME2,,HET,HET,,8,2016,A4,b
RETZ_00945,RETZ_00945_c,RETZ_00945_04,RETZ,945,4,"5,86",05/2014,,,,,,,,,,,,1,,,,,,,,,,98,,,,,1,P.M,100,P.L,,,P.L,,F,,M,FP.LM,"31,0",6-,1971,39,35-49,,1,,,,2008,A2,AME,,,,,8,2016,,AME,AME2,,P.L,P.L,,7,2015,A3,c
RETZ_00945,RETZ_00945_b,RETZ_00945_05,RETZ,945,5,"7,81",05/2015,30,1,,,,2,,,,,65,2,,,,,,,,,,,,,,,,,100,CHA,HET,,HET,,F,,M,FCHAM,"22,5",4,,,50-69,,1,,,,2008,A3,AME,,,,,8,2016,,AME,AME2,,HET,HET,5,8,2016,A3,b
RETZ_00945,RETZ_00945_b,RETZ_00945_06,RETZ,945,6,"3,14",05/2011,60,10,,,,,,,,,30,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G-,FHETG-,"21,0",4-,,,100-129,,1,,,,2008,A4,AME,,,,,8,2016,,AME,AME2,,HET,HET,5,8,2016,A4,b
RETZ_00946,RETZ_00946_u,RETZ_00946_01,RETZ,946,1,"0,48",05/2011,5,85,5,,,,,,,,5,,,,,,,,,,,,,,,,,,100,CHS,CHP,,CHS,,F,,G+,FCHSG+,"37,5",7,,,100-129,,1,,,,2010,A4,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,6,6,2017,A4,u
RETZ_00946,RETZ_00946_u,RETZ_00946_02,RETZ,946,2,"15,51",05/2011,66,10,,2,,2,,,,,15,5,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,M,FHETM,"31,0",6-,,,50-69,,1,,,,2010,A2,AME,,,,,6,2016,Présence d'une construction ancienne,AME,AME1,,HET/CHS,HET,6,6,2017,A3,u
RETZ_00946,RETZ_00946_u,RETZ_00946_03,RETZ,946,3,"1,03",05/2011,2,3,,,,,,,,,5,80,,5,5,,,,,,,,,,,,,,100,BOU,,,BOU,,F,,P,FBOUP,"22,5",4,,,35-49,,1,,,,2010,A2,AME,,,,947_1,6,2016,Plantation de chênes ratée en partie,AME,AME1,,CHS,CHS,6,6,2017,A3,u
RETZ_00947,RETZ_00947_u,RETZ_00947_01,RETZ,947,1,"11,63",05/2011,73,20,,1,,1,,,,,5,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,M,FHETM,"31,0",6-,,,50-69,,1,,,,2010,A2,AME,,,,946_3,6,2016,G ap exploit = 23,AME,AME1,,HET/CHS,HET,6,6,2017,A3,u
RETZ_00948,RETZ_00948_a,RETZ_00948_01,RETZ,948,1,"15,09",05/2011,69,5,5,1,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,M,FHETM,"27,5",5,,,100-129,,1,,,,2008,A3,AME,,,,,8,2016,,AME,AME2,,HET,HET,,8,2016,A4,a
RETZ_00948,RETZ_00948_b,RETZ_00948_02,RETZ,948,2,"0,97",05/2011,,,,,,,,,,,,2,,,,,,,,,,98,,,,,,,100,P.L,,,P.L,,F,,M,FP.LM,"31,0",6-,1971,39,35-49,,1,,,,2008,A2,AME,,,,,8,2016,à grouper 945c,AME,AME2,,P.L,P.L,,7,2015,A3,b
RETZ_00949,RETZ_00949_a,RETZ_00949_01,RETZ,949,1,"0,80",05/2011,56,15,5,,,2,,,,,20,,,,,,2,,,,,,,,,,,,100,HET,CHE,,HET,,F,,G,FHETG,"26,0",5-,,,100-129,,1,,,,2009,A3,AME,,,,,8,2017,à grouper avec 948a,AME,AME2,,HET/CHP,HET,,8,2016,A4,a
RETZ_00949,RETZ_00949_b,RETZ_00949_02,RETZ,949,2,"0,18",05/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,V,AUT,,VAUT,"0,0",NC,,,NC,,1,,,,/,,AUT,,,,,,NP,"Zone ayant servie de dépôt de végétaux à la commune de Dampleux. Présence de noyer commun, noyer noir, prunier, et divers vgtx ornementaux.",HSY,HSY,,SANS,SANS,5,,,,b
RETZ_00949,RETZ_00949_c,RETZ_00949_03,RETZ,949,3,"0,51",05/2011,34,,,1,,5,,,,,50,5,,,,,5,,,,,,,,,,,,100,CHA,HET,,HET,,F,,M,FCHAM,"32,5",6,1976,34,25-34,,1,,,,/,,AME,,,,,8,2012,"Petite surface, peut être à faire en menu produit.",AME,AME1,,HET,HET,5,6,2018,A1,c
RETZ_00949,RETZ_00949_c,RETZ_00949_04,RETZ,949,4,"6,14",05/2011,,82,,1,,1,5,,,1,3,7,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,P,FCHSP,"27,5",5,1976,34,25-34,,1,,,,2012,A1,AME,,,,,8,2012,,AME,AME1,,CHS,CHS,,6,2018,A2,c
RETZ_00949,RETZ_00949_d,RETZ_00949_05,RETZ,949,5,"1,04",05/2011,,1,,,,,,,,,,9,,,,,,,,,,90,,,,,,,100,P.L,,,P.L,,F,,P,FP.LP,"37,5",7,1976,34,25-34,,1,,,,2010,A1,AME,,,,,8,2018,à grouper 945c,AME,AME2,,P.L,P.L,7,7,2015,A2,d
RETZ_00949,RETZ_00949_c,RETZ_00949_06,RETZ,949,6,"0,75",05/2011,60,10,,,,,,,,,20,10,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"24,0",4+,,,100-129,,1,,,,2009,A3,AME,,,,,8,2017,,AME,AME1,,HET,HET,,6,2018,A4,c
RETZ_00950,RETZ_00950_a,RETZ_00950_01,RETZ,950,1,"8,10",05/ 2011,,1,,,,,,,,,,20,,,,,,,,,32,45,,,,2,,,100,P.L,P.S,,PIN,,F,,M,FP.LM,"27,5",5,,,35-49,,1,,,,2010,A3,AME,,,,,8,2018,,AME,AME1,,P.L,P.L,,6,2016,A3,a
RETZ_00950,RETZ_00950_b,RETZ_00950_02,RETZ,950,2,"0,58",05/2011,1,33,,,,,5,,,,1,60,,,,,,,,,,,,,,,,,100,BOU,CHS,,CHS,,F,,P,FBOUP,"32,5",6,1970,40,35-49,,1,,,,2012,A1,AME,,,,,6,2018,à coupler avec 951a,AME,AME1,,CHS,CHS,5,6,2018,A2,b
RETZ_00950,RETZ_00950_b,RETZ_00950_03,RETZ,950,3,"2,24",05/2011,73,15,,,,,2,,,,5,5,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,P,FHETP,"32,5",6,1970,40,35-49,,1,,,,2012,A2,AME,,,,951_1,6,2018,à coupler avec 951a,AME,AME1,,HET/CHS,HET,,6,2018,A3,b
RETZ_00951,RETZ_00951_a,RETZ_00951_01,RETZ,951,1,"16,52",05/2011,72,15,,,,1,1,,,,5,5,,1,,,,,,,,,,,,,,,100,HET,CHS,,HET,,F,,P,FHETP,"31,0",6-,1970,40,35-49,,1,,,,2012,A2,AME,,,,950_3,6,2018,,AME,AME1,,HET,HET,5,6,2018,A3,a
RETZ_00951,RETZ_00951_b,RETZ_00951_02,RETZ,951,2,"0,51",05/2011,,2,,,,,,,,,,5,,,,,,,,,33,60,,,,,,,100,P.L,P.S,,PIN,35,F,,M,FP.LM,"31,0",6-,,,35-49,,1,,,,2010,A2,AME,,,,,8,2018,à coupler avec 950a,AME,AME1,,P.L,P.L,5,6,2016,A3,b
RETZ_00952,RETZ_00952_u,RETZ_00952_01,RETZ,952,1,"18,60",05/2011,70,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,100,HET,CHP,,HET,,F,,G-,FHETG-,"31,0",6-,,,100-129,,1,,,,2010,A3,AME,,,,,8,2018,,AME,AME2,,HET,HET,,8,2018,A4,u
RETZ_00953,RETZ_00953_u,RETZ_00953_01,RETZ,953,1,"12,79",05/2011,70,,10,,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHP,,HET,,F,,G,FHETG,"26,0",5-,,,100-129,,1,,,,2011,A3,AME,,,,,8,2019,,AME,AME2,,HET,HET,5,8,2019,A4,u
RETZ_00954,RETZ_00954_u,RETZ_00954_01,RETZ,954,1,"16,20",02/2011,85,5,2,1,,,,,,,5,,,1,,,1,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"39,0",7+,,,130-159,,1,,,,2010,A3,AME,,,,,8,2018,Volume martelé : 1254 m3,AME,AME3,,HET,HET,,10,2020,A4,u
RETZ_00955,RETZ_00955_u,RETZ_00955_01,RETZ,955,1,"16,93",02/2011,78,6,2,1,,,,,,,13,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"39,0",7+,,,130-159,,1,,,,2010,A3,AME,,,,,8,2018,Volume martelé : 1116 m3,REG,REGE,N,HET,HET,5,,2020,A4,u
RETZ_00956,RETZ_00956_u,RETZ_00956_01,RETZ,956,1,"19,43",02/2011,55,16,7,,,,,,,,22,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"31,0",6-,,,130-159,,1,,,,2007,A3,AME,,,,,8,2015,,AME,AME2,,HET,HET,5,8,2015,A4,u
RETZ_00957,RETZ_00957_u,RETZ_00957_01,RETZ,957,1,"10,44",02/2011,56,17,7,,,1,,,,,19,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G-,FHETG-,"26,0",5-,,,130-159,,1,,,,2009,A3,AME,,,,,8,2017,Sortie de coupe,REG,REGE,N,HET,HET,5,,2019,A4,u
RETZ_00958,RETZ_00958_u,RETZ_00958_01,RETZ,958,1,"12,27",05/2011,53,5,,,,1,,,,,40,1,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,M,FHETM,"22,5",4,,,50-69,,1,,,,2008,A3,AME,,,,,6,2014,,AME,AME1,,HET,HET,5,6,2014,A3,u
RETZ_00959,RETZ_00959_u,RETZ_00959_01,RETZ,959,1,"7,73",05/2011,74,1,1,1,,2,,,,,20,,,1,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"29,0",5+,1970,40,35-49,,1,,,,2006,A1,AME,,,,,6,2012,,AME,AME1,,HET,HET,,6,2013,A2,u
RETZ_00959,RETZ_00959_u,RETZ_00959_02,RETZ,959,2,"5,07",05/2011,2,30,5,2,,,,,,1,20,20,,10,10,,,,,,,,,,,,,,100,CHS,CHA,BOU,CHS,,F,,E,FCHSE,"0,0",0,1988,22,0-24,,1,,,,/,,AME,,,,,,NP,3b.,AME,AME1,,CHS,CHS,5,6,2013,A1,u
RETZ_00959,RETZ_00959_u,RETZ_00959_03,RETZ,959,3,"0,77",05/2011,60,5,5,,,1,,,,,17,5,,5,2,,,,,,,,,,,,,,100,HET,,,HET,,F,,E,FHETE,"0,0",0,1988,22,0-24,,1,,,,/,,AME,,,,,,NP,3b.,AME,AME1,,HET,HET,,6,2013,A1,u
RETZ_00960,RETZ_00960_u,RETZ_00960_01,RETZ,960,1,"6,41",03/2011,70,,,,,2,,,,,25,2,,1,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,M,FHETM,"31,0",6-,1970,40,35-49,,1,,,,2007,A2,AME,,,,,6,2012,,AME,AME1,,HET,HET,5,6,2013,A3,u
RETZ_00960,RETZ_00960_u,RETZ_00960_02,RETZ,960,2,"3,17",03/2011,20,35,30,10,,2,,,,,,3,,,,,,,,,,,,,,,,,100,CHS,CHP,HET,CHS,,F,,E,FCHSE,"0,0",0,1988,22,0-24,,1,,,,/,,AME,,,,,,NP,"Ancienne plantation de hêtre, reg n de chs abondante.",AME,AME1,,CHS,CHS,5,6,2019,A1,u
RETZ_00961,RETZ_00961_a,RETZ_00961_01,RETZ,961,1,"8,31",05/2011,25,7,8,2,,2,1,,,,40,5,,5,5,,,,,,,,,,,,,,100,CHA,HET,,HET,,F,,E,FCHAE,"0,0",0,1992,18,0-24,,1,,,,/,,AME,,,,,,NP,,AME,AME1,,HET,HET,5,6,2021,A1,a
RETZ_00961,RETZ_00961_b,RETZ_00961_02,RETZ,961,2,"0,67",02/2011,50,,,,,,,,,,50,,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,M,FHETM,"24,0",4+,,,35-49,,1,,,,/,,AME,,,,,,2012,à coupler avec 960,AME,AME1,,HET,HET,5,6,2013,A1,b
RETZ_00962,RETZ_00962_u,RETZ_00962_01,RETZ,962,1,"15,73",05/2011,26,30,20,2,,5,1,,,,10,2,,2,2,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,E,FCHEE,"0,0",0,1994,16,0-24,,1,,,,/,,AME,,,,,,NP,Ancienne plantation de hêtre perdue dans la régé nat de chx et de het. 3b.,AME,AME1,,CHS,CHS,5,4/6,2014,A1,u
RETZ_00963,RETZ_00963_u,RETZ_00963_01,RETZ,963,1,"15,76",02/2011,60,5,,1,,4,,,,,28,1,,1,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,M,FHETM,"24,0",4+,,,50-69,,1,,,,2010,A3,AME,,,,,,2016,,AME,AME2,,HET,HET,5,7,2017,A3,u
RETZ_00964,RETZ_00964_a,RETZ_00964_01,RETZ,964,1,"11,90",05/2011,15,8,50,,,1,,,,,15,5,,1,5,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,E,FCHPE,"0,0",0,1994,16,0-24,,1,,,,/,,AME,,,,,,NP,,AME,AME1,,CHS,CHS,5,4/6,2019,A1,a
RETZ_00964,RETZ_00964_a,RETZ_00964_02,RETZ,964,2,"0,23",05/2011,5,2,5,1,,68,,,,,2,15,,,2,,,,,,,,,,,,,,100,MER,,,MER,,F,,S,FMERS,"0,0",0,2004,6,0-24,,1,,,,/,,AME,,,,,,NP,,AME,AME1,,CHS,CHS,6,,2029,A1,a
RETZ_00964,RETZ_00964_a,RETZ_00964_03,RETZ,964,3,"0,77",05/2011,3,3,2,,74,,,,,,,15,,1,2,,,,,,,,,,,,,,100,CHT,,,CHT,,F,,S,FCHTS,"0,0",0,2004,6,0-24,,1,,,,/,,AME,,,,,,NP,Regarnis prévu cet automne.,AME,AME1,,CHT,CHT,,,2029,A1,a
RETZ_00964,RETZ_00964_b,RETZ_00964_04,RETZ,964,4,"0,56",05/2011,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,S,FCHSS,"0,0",0,2011,-1,0-24,,1,,,,/,,AME,,,,,,NP,"1b, plantation cet automne ; actuellement vide à fougères.",AME,AMEJ,,CHS,CHS,5,,/,,b
RETZ_00964,RETZ_00964_c,RETZ_00964_05,RETZ,964,5,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,EMP,,VEMP,,NC,,,NC,,,,,,,,,,,,,,,emprise laie de la queue d'Oigny,HSY,HSY,,SANS,SANS,,,,,c
RETZ_00965,RETZ_00965_a,RETZ_00965_01,RETZ,965,1,"0,60",05/2011,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,100,CHT,,,CHT,,F,,S,FCHTS,"0,0",0,2006,4,0-24,,1,,,,/,,AME,,,,,,NP,"2b, regarnis prévus automne 2011.",AME,AME1,,CHT,CHT,5,,2031,A1,a
RETZ_00965,RETZ_00965_a,RETZ_00965_02,RETZ,965,2,"5,50",05/2011,20,8,40,,,1,,,,,20,5,,1,5,,,,,,,,,,,,,,100,CHP,HET,CHA,CHP,,F,,E,FCHPE,"0,0",0,1999,11,0-24,,1,,,,/,,AME,,,,,,NP,3a,AME,AME1,,HET,HET,,6,2019,A1,a
RETZ_00965,RETZ_00965_b,RETZ_00965_03,RETZ,965,3,"3,06",05/2011,15,48,5,,,,,,,,15,10,,2,5,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,S,FCHSS,"0,0",0,2004,6,0-24,,1,,,,/,,AME,,,,,,NP,50 % 2a et 2b. Regarnis prévus automne 2011.,AME,AMEJ,,CHS,CHS,5,,/,,b
RETZ_00965,RETZ_00965_c,RETZ_00965_04,RETZ,965,4,"2,69",05/2011,64,20,5,,,,,,,,,,,,,,,,,,1,,10,,,,,,100,HET,CHS,,HET,,F,,G+,FHETG+,"19,0",3+,,,160 et +,,2,CHS/HET,20,,2012,RS,REGQ,,,,,4,2012,Peu ou pas de semis.,REG,REGQ,N,HET,HET,5,,2015,RS,c
RETZ_00965,RETZ_00965_a,RETZ_00965_05,RETZ,965,5,"0,96",05/2011,45,20,,,,1,,,,,25,5,,2,2,,,,,,,,,,,,,,100,HET,CHA,CHS,HET,,F,,E,FHETE,"0,0",0,,,0-24,,1,,,,/,,AME,,,,,,NP,3b.,AME,AME1,,HET,HET,5,6,2019,A1,a
RETZ_00965,RETZ_00965_b,RETZ_00965_06,RETZ,965,6,"0,58",05/2011,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,S,FCHSS,"0,0",0,2011,-1,0-24,,1,,,,/,,AME,,,,,,NP,Plantation prévue à l'automne 2011. Actuellement zone de vide à fougères.,AME,AMEJ,,CHS,CHS,5,,/,,b
RETZ_00966,RETZ_00966_a,RETZ_00966_01,RETZ,966,1,"10,81",02/2011,91,7,,,,,,,,,2,,,,,,,,,,,,,,,,,,100,HET,CHS,,HET,20,F,,G,FHETG,"27,5",5,,,160 et +,,2,CHS/HET,20,,2007,RE/A5,REGQ/REG1,,,,,4,2014,"RCV (et RE), à planter en CHS si échec",REG,REGS,N/A,HET/CHS,HET,,,2013,RCV,a
